STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,GEOID20,NAME20,MTFCC20,UR20,UACE20,UATYPE20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20
"42","101","004002","2006","421010040022006",Block 2006,G5040,R,,,S,7369,0,"+39.9169470","-075.1672530"
"42","101","024600","3003","421010246003003",Block 3003,G5040,R,,,S,39768,0,"+40.0391374","-075.1752521"
"42","101","024600","3005","421010246003005",Block 3005,G5040,R,,,S,13960,0,"+40.0393497","-075.1734692"
"42","101","038900","2008","421010389002008",Block 2008,G5040,R,,,S,7656,0,"+40.0587631","-075.1697687"
"42","101","026400","3021","421010264003021",Block 3021,G5040,R,,,S,8952,0,"+40.0611856","-075.1670883"
"42","101","034400","1014","421010344001014",Block 1014,G5040,R,,,S,69386,0,"+40.0824625","-075.0488934"
"42","101","026400","3017","421010264003017",Block 3017,G5040,R,,,S,11440,0,"+40.0616294","-075.1640424"
"42","101","026400","2009","421010264002009",Block 2009,G5040,R,,,S,9336,0,"+40.0574206","-075.1610107"
"42","101","026400","2004","421010264002004",Block 2004,G5040,R,,,S,8385,0,"+40.0600102","-075.1611184"
"42","101","024900","4005","421010249004005",Block 4005,G5040,R,,,S,12356,0,"+40.0500605","-075.1626454"
"42","101","003300","3005","421010033003005",Block 3005,G5040,R,,,S,5436,0,"+39.9367794","-075.1929561"
"42","101","001302","4020","421010013024020",Block 4020,G5040,R,,,S,8423,0,"+39.9427269","-075.1861767"
"42","101","001201","1005","421010012011005",Block 1005,G5040,R,,,S,4136,0,"+39.9478509","-075.1819796"
"42","101","003300","4031","421010033004031",Block 4031,G5040,R,,,S,5873,0,"+39.9378998","-075.1894696"
"42","101","002000","2011","421010020002011",Block 2011,G5040,R,,,S,5842,0,"+39.9377008","-075.1879025"
"42","101","003200","4005","421010032004005",Block 4005,G5040,R,,,S,5570,0,"+39.9361765","-075.1882339"
"42","101","003300","4000","421010033004000",Block 4000,G5040,R,,,S,2497,0,"+39.9394608","-075.1886073"
"42","101","002000","2008","421010020002008",Block 2008,G5040,R,,,S,6902,0,"+39.9381230","-075.1878189"
"42","101","003200","4003","421010032004003",Block 4003,G5040,R,,,S,19033,0,"+39.9359682","-075.1866511"
"42","101","015101","1000","421010151011000",Block 1000,G5040,R,,,S,8021,0,"+39.9860106","-075.1845743"
"42","101","015102","1016","421010151021016",Block 1016,G5040,R,,,S,25158,0,"+39.9844204","-075.1824248"
"42","101","002802","2008","421010028022008",Block 2008,G5040,R,,,S,6945,0,"+39.9269869","-075.1656372"
"42","101","002802","2014","421010028022014",Block 2014,G5040,R,,,S,6413,0,"+39.9269091","-075.1650786"
"42","101","004001","3008","421010040013008",Block 3008,G5040,R,,,S,6938,0,"+39.9222815","-075.1682772"
"42","101","004001","1002","421010040011002",Block 1002,G5040,R,,,S,6544,0,"+39.9254886","-075.1637673"
"42","101","002802","1003","421010028021003",Block 1003,G5040,R,,,S,5635,0,"+39.9286689","-075.1593132"
"42","101","002802","1013","421010028021013",Block 1013,G5040,R,,,S,5935,0,"+39.9263905","-075.1614265"
"42","101","036203","2001","421010362032001",Block 2001,G5040,R,,,S,221800,0,"+40.0787340","-074.9682038"
"42","101","036203","1008","421010362031008",Block 1008,G5040,R,,,S,12900,0,"+40.0809357","-074.9707711"
"42","101","036203","3004","421010362033004",Block 3004,G5040,R,,,S,11511,0,"+40.0724821","-074.9752494"
"42","101","031502","3006","421010315023006",Block 3006,G5040,R,,,S,14551,0,"+40.0346012","-075.0542270"
"42","101","014201","2021","421010142012021",Block 2021,G5040,R,,,S,8898,0,"+39.9658401","-075.1407518"
"42","101","000401","1014","421010004011014",Block 1014,G5040,R,,,S,8688,0,"+39.9541871","-075.1758082"
"42","101","036700","2002","421010367002002",Block 2002,G5040,R,,,S,5472,0,"+39.9654297","-075.1458811"
"42","101","000102","1019","421010001021019",Block 1019,G5040,R,,,S,4056,0,"+39.9552817","-075.1422041"
"42","101","028400","4014","421010284004014",Block 4014,G5040,R,,,S,4841,0,"+40.0209534","-075.1406149"
"42","101","036700","3031","421010367003031",Block 3031,G5040,R,,,S,15719,0,"+39.9586136","-075.1408596"
"42","101","035200","2011","421010352002011",Block 2011,G5040,R,,,S,16320,0,"+40.0513857","-074.9962171"
"42","101","980500","1002","421019805001002",Block 1002,G5040,R,,,S,8812,0,"+40.0201985","-075.1418991"
"42","101","001700","1003","421010017001003",Block 1003,G5040,R,,,S,4754,0,"+39.9360850","-075.1449152"
"42","101","035302","1001","421010353021001",Block 1001,G5040,R,,,S,25753,0,"+40.0796323","-074.9969154"
"42","101","034803","2006","421010348032006",Block 2006,G5040,R,,,S,43862,0,"+40.0650264","-075.0056265"
"42","101","035302","1004","421010353021004",Block 1004,G5040,R,,,S,39219,0,"+40.0779040","-074.9928157"
"42","101","036201","3003","421010362013003",Block 3003,G5040,R,,,S,31690,0,"+40.0813954","-074.9906816"
"42","101","036201","3009","421010362013009",Block 3009,G5040,R,,,S,10563,0,"+40.0801073","-074.9874665"
"42","101","036202","1005","421010362021005",Block 1005,G5040,R,,,S,51891,0,"+40.0788459","-074.9787839"
"42","101","035301","2005","421010353012005",Block 2005,G5040,R,,,S,13168,0,"+40.0698406","-074.9916382"
"42","101","036202","1017","421010362021017",Block 1017,G5040,R,,,S,15655,0,"+40.0735353","-074.9829231"
"42","101","034803","1014","421010348031014",Block 1014,G5040,R,,,S,15295,0,"+40.0576006","-075.0035523"
"42","101","035200","3012","421010352003012",Block 3012,G5040,R,,,S,16326,0,"+40.0534679","-075.0017296"
"42","101","036302","1001","421010363021001",Block 1001,G5040,R,,,S,25602,0,"+40.0963577","-074.9786149"
"42","101","036202","2003","421010362022003",Block 2003,G5040,R,,,S,12805,0,"+40.0904939","-074.9807433"
"42","101","036303","4005","421010363034005",Block 4005,G5040,R,,,S,9511,0,"+40.0982986","-074.9651529"
"42","101","036303","4001","421010363034001",Block 4001,G5040,R,,,S,29068,0,"+40.0991337","-074.9642388"
"42","101","014100","1010","421010141001010",Block 1010,G5040,R,,,S,3495,0,"+39.9708302","-075.1521832"
"42","101","005500","2010","421010055002010",Block 2010,G5040,R,,,S,1451,0,"+39.9084241","-075.2426158"
"42","101","034501","2001","421010345012001",Block 2001,G5040,R,,,S,65529,0,"+40.0784495","-075.0395863"
"42","101","980003","2003","421019800032003",Block 2003,G5040,R,,,S,19907,0,"+39.9556785","-075.1825248"
"42","101","013500","3010","421010135003010",Block 3010,G5040,R,,,S,6778,0,"+39.9698903","-075.1720434"
"42","101","035900","2020","421010359002020",Block 2020,G5040,R,,,S,14442,0,"+40.1061471","-075.0202741"
"42","101","020400","3019","421010204003019",Block 3019,G5040,R,,,S,1201,0,"+40.0198861","-075.1497413"
"42","101","004202","1019","421010042021019",Block 1019,G5040,R,,,S,21208,0,"+39.9159076","-075.1487022"
"42","101","024500","1016","421010245001016",Block 1016,G5040,R,,,S,25929,0,"+40.0338344","-075.1635561"
"42","101","000300","3010","421010003003010",Block 3010,G5040,R,,,S,4657,0,"+39.9568154","-075.1654414"
"42","101","000403","1001","421010004031001",Block 1001,G5040,R,,,S,15943,0,"+39.9540186","-075.1641501"
"42","101","037600","3031","421010376003031",Block 3031,G5040,R,,,S,1977,0,"+39.9577482","-075.1613145"
"42","101","037600","2010","421010376002010",Block 2010,G5040,R,,,S,6006,0,"+39.9616250","-075.1585633"
"42","101","000902","1012","421010009021012",Block 1012,G5040,R,,,S,1528,0,"+39.9461222","-075.1556615"
"42","101","037600","1029","421010376001029",Block 1029,G5040,R,,,S,4103,0,"+39.9568948","-075.1545618"
"42","101","036100","2000","421010361002000",Block 2000,G5040,R,,,S,4895,0,"+40.1073895","-074.9980533"
"42","101","036100","2012","421010361002012",Block 2012,G5040,R,,,S,22346,0,"+40.1018222","-074.9941009"
"42","101","980300","1001","421019803001001",Block 1001,G5040,R,,,S,323052,2229,"+40.0883008","-074.9896928"
"42","101","036302","2001","421010363022001",Block 2001,G5040,R,,,S,15043,0,"+40.1004378","-074.9820374"
"42","101","036201","2002","421010362012002",Block 2002,G5040,R,,,S,45,7838,"+40.0891339","-074.9847480"
"42","101","028800","1011","421010288001011",Block 1011,G5040,R,,,S,3237,0,"+40.0253769","-075.1219908"
"42","101","034900","1000","421010349001000",Block 1000,G5040,R,,,S,213513,0,"+40.0516589","-075.0039641"
"42","101","034900","2000","421010349002000",Block 2000,G5040,R,,,S,16185,0,"+40.0479591","-075.0128056"
"42","101","034900","4012","421010349004012",Block 4012,G5040,R,,,S,8024,0,"+40.0394055","-075.0185551"
"42","101","034900","3008","421010349003008",Block 3008,G5040,R,,,S,9414,0,"+40.0405592","-075.0162801"
"42","101","034900","2009","421010349002009",Block 2009,G5040,R,,,S,16586,0,"+40.0441517","-075.0107059"
"42","101","036502","2007","421010365022007",Block 2007,G5040,R,,,S,47335,0,"+40.1236558","-075.0033814"
"42","101","036502","1015","421010365021015",Block 1015,G5040,R,,,S,45695,0,"+40.1256571","-074.9971633"
"42","101","036502","1009","421010365021009",Block 1009,G5040,R,,,S,23816,0,"+40.1227729","-074.9893889"
"42","101","037800","3003","421010378003003",Block 3003,G5040,R,,,S,397607,0,"+39.9827280","-075.0795323"
"42","101","036301","2008","421010363012008",Block 2008,G5040,R,,,S,15476,0,"+40.0951474","-074.9667707"
"42","101","035200","2006","421010352002006",Block 2006,G5040,R,,,S,45143,0,"+40.0528500","-074.9934310"
"42","101","003001","1003","421010030011003",Block 1003,G5040,R,,,S,6788,0,"+39.9301248","-075.1704714"
"42","101","003001","2001","421010030012001",Block 2001,G5040,R,,,S,6687,0,"+39.9289095","-075.1707315"
"42","101","011400","1003","421010114001003",Block 1003,G5040,R,,,S,16201,0,"+39.9799885","-075.2486745"
"42","101","011500","3004","421010115003004",Block 3004,G5040,R,,,S,10371,0,"+39.9771858","-075.2485891"
"42","101","010100","6003","421010101006003",Block 6003,G5040,R,,,S,13534,0,"+39.9743881","-075.2469000"
"42","101","011800","5008","421010118005008",Block 5008,G5040,R,,,S,9417,0,"+39.9857492","-075.2410430"
"42","101","011800","4000","421010118004000",Block 4000,G5040,R,,,S,17408,0,"+39.9854484","-075.2359144"
"42","101","010100","7001","421010101007001",Block 7001,G5040,R,,,S,8222,0,"+39.9731016","-075.2439972"
"42","101","013402","1003","421010134021003",Block 1003,G5040,R,,,S,5944,0,"+39.9666229","-075.1712836"
"42","101","012502","2013","421010125022013",Block 2013,G5040,R,,,S,25251,0,"+39.9605597","-075.1725782"
"42","101","013402","2001","421010134022001",Block 2001,G5040,R,,,S,3070,0,"+39.9668537","-075.1667785"
"42","101","012501","2001","421010125012001",Block 2001,G5040,R,,,S,1805,0,"+39.9631490","-075.1670187"
"42","101","014000","1031","421010140001031",Block 1031,G5040,R,,,S,3860,0,"+39.9716347","-075.1651677"
"42","101","013500","2013","421010135002013",Block 2013,G5040,R,,,S,9567,0,"+39.9698269","-075.1646894"
"42","101","014000","1015","421010140001015",Block 1015,G5040,R,,,S,5476,0,"+39.9727241","-075.1633275"
"42","101","013300","1002","421010133001002",Block 1002,G5040,R,,,S,5147,0,"+39.9703577","-075.1622254"
"42","101","003800","2007","421010038002007",Block 2007,G5040,R,,,S,19053,0,"+39.9221887","-075.1775543"
"42","101","003902","3004","421010039023004",Block 3004,G5040,R,,,S,9223,0,"+39.9195257","-075.1768849"
"42","101","003902","3001","421010039023001",Block 3001,G5040,R,,,S,5632,0,"+39.9192866","-075.1749443"
"42","101","003902","2003","421010039022003",Block 2003,G5040,R,,,S,4886,0,"+39.9166662","-075.1744535"
"42","101","037300","1021","421010373001021",Block 1021,G5040,R,,,S,17097,0,"+39.9096070","-075.1778503"
"42","101","024500","2008","421010245002008",Block 2008,G5040,R,,,S,22978,0,"+40.0307086","-075.1635471"
"42","101","024400","3008","421010244003008",Block 3008,G5040,R,,,S,7807,0,"+40.0251969","-075.1647441"
"42","101","024300","2001","421010243002001",Block 2001,G5040,R,,,S,23880,0,"+40.0236970","-075.1703864"
"42","101","024300","4002","421010243004002",Block 4002,G5040,R,,,S,104976,0,"+40.0195238","-075.1687341"
"42","101","019800","1012","421010198001012",Block 1012,G5040,R,,,S,11522,0,"+40.0109556","-075.1468826"
"42","101","024400","1004","421010244001004",Block 1004,G5040,R,,,S,13032,0,"+40.0218010","-075.1632388"
"42","101","017000","3003","421010170003003",Block 3003,G5040,R,,,S,50059,0,"+40.0061005","-075.1802291"
"42","101","017000","3011","421010170003011",Block 3011,G5040,R,,,S,6442,0,"+40.0056163","-075.1824926"
"42","101","017100","3009","421010171003009",Block 3009,G5040,R,,,S,26018,0,"+40.0058338","-075.1752982"
"42","101","017100","1005","421010171001005",Block 1005,G5040,R,,,S,7375,0,"+40.0036648","-075.1752191"
"42","101","013900","3008","421010139003008",Block 3008,G5040,R,,,S,3598,0,"+39.9719437","-075.1698230"
"42","101","013500","1004","421010135001004",Block 1004,G5040,R,,,S,10610,0,"+39.9681843","-075.1702746"
"42","101","013500","2022","421010135002022",Block 2022,G5040,R,,,S,4087,0,"+39.9674214","-075.1680119"
"42","101","003600","3003","421010036003003",Block 3003,G5040,R,,,S,8065,0,"+39.9264150","-075.1898837"
"42","101","003600","3034","421010036003034",Block 3034,G5040,R,,,S,6742,0,"+39.9224427","-075.1905063"
"42","101","011900","3000","421010119003000",Block 3000,G5040,R,,,S,11276,0,"+39.9870263","-075.2259199"
"42","101","011900","1005","421010119001005",Block 1005,G5040,R,,,S,9810,0,"+39.9863923","-075.2313614"
"42","101","012100","2004","421010121002004",Block 2004,G5040,R,,,S,17473,0,"+40.0018797","-075.2213750"
"42","101","980002","1051","421019800021051",Block 1051,G5040,R,,,S,308727,0,"+39.9959645","-075.2116890"
"42","101","980002","1048","421019800021048",Block 1048,G5040,R,,,S,977483,0,"+39.9919898","-075.2075235"
"42","101","009802","1000","421010098021000",Block 1000,G5040,R,,,S,35441,0,"+39.9761050","-075.2614118"
"42","101","011500","1002","421010115001002",Block 1002,G5040,R,,,S,11173,0,"+39.9799450","-075.2523531"
"42","101","011500","2005","421010115002005",Block 2005,G5040,R,,,S,9533,0,"+39.9767250","-075.2534984"
"42","101","010000","4003","421010100004003",Block 4003,G5040,R,,,S,8849,0,"+39.9739713","-075.2531298"
"42","101","010000","4014","421010100004014",Block 4014,G5040,R,,,S,41311,0,"+39.9712207","-075.2540731"
"42","101","024500","2015","421010245002015",Block 2015,G5040,R,,,S,22230,0,"+40.0309071","-075.1648784"
"42","101","015300","2007","421010153002007",Block 2007,G5040,R,,,S,6812,0,"+39.9839479","-075.1608857"
"42","101","014700","1003","421010147001003",Block 1003,G5040,R,,,S,10907,0,"+39.9787557","-075.1640310"
"42","101","014000","1006","421010140001006",Block 1006,G5040,R,,,S,5789,0,"+39.9743207","-075.1662117"
"42","101","014700","2014","421010147002014",Block 2014,G5040,R,,,S,10820,0,"+39.9770299","-075.1619847"
"42","101","014000","3012","421010140003012",Block 3012,G5040,R,,,S,5030,0,"+39.9740893","-075.1614219"
"42","101","003300","6009","421010033006009",Block 6009,G5040,R,,,S,6176,0,"+39.9344707","-075.1945292"
"42","101","003300","5013","421010033005013",Block 5013,G5040,R,,,S,6412,0,"+39.9317609","-075.1929532"
"42","101","003600","1010","421010036001010",Block 1010,G5040,R,,,S,8978,0,"+39.9279707","-075.1928334"
"42","101","003300","1004","421010033001004",Block 1004,G5040,R,,,S,6382,0,"+39.9340736","-075.1913916"
"42","101","003600","1005","421010036001005",Block 1005,G5040,R,,,S,9239,0,"+39.9303197","-075.1915267"
"42","101","003200","6005","421010032006005",Block 6005,G5040,R,,,S,6467,0,"+39.9336565","-075.1882548"
"42","101","003200","4013","421010032004013",Block 4013,G5040,R,,,S,8387,0,"+39.9333781","-075.1860171"
"42","101","020300","2010","421010203002010",Block 2010,G5040,R,,,S,9178,0,"+40.0153166","-075.1485401"
"42","101","028200","2010","421010282002010",Block 2010,G5040,R,,,S,3283,0,"+40.0330761","-075.1426260"
"42","101","031102","3004","421010311023004",Block 3004,G5040,R,,,S,12132,0,"+40.0344749","-075.0838792"
"42","101","030200","3014","421010302003014",Block 3014,G5040,R,,,S,19316,0,"+40.0253864","-075.0883299"
"42","101","029800","4013","421010298004013",Block 4013,G5040,R,,,S,6045,0,"+40.0138042","-075.0654331"
"42","101","031900","2009","421010319002009",Block 2009,G5040,R,,,S,11758,0,"+40.0204543","-075.0611621"
"42","101","032100","3009","421010321003009",Block 3009,G5040,R,,,S,12232,0,"+40.0183827","-075.0593496"
"42","101","032100","1005","421010321001005",Block 1005,G5040,R,,,S,18609,0,"+40.0167910","-075.0595461"
"42","101","038100","1059","421010381001059",Block 1059,G5040,R,,,S,6970,0,"+40.0131878","-075.0573534"
"42","101","038000","1005","421010380001005",Block 1005,G5040,R,,,S,14498,0,"+40.0061988","-075.0795110"
"42","101","017900","5000","421010179005000",Block 5000,G5040,R,,,S,6298,0,"+39.9892565","-075.1140820"
"42","101","017800","3011","421010178003011",Block 3011,G5040,R,,,S,6936,0,"+39.9915085","-075.1121040"
"42","101","017900","4011","421010179004011",Block 4011,G5040,R,,,S,10864,0,"+39.9896037","-075.1090910"
"42","101","014600","2003","421010146002003",Block 2003,G5040,R,,,S,16332,0,"+39.9779065","-075.1574897"
"42","101","019000","4003","421010190004003",Block 4003,G5040,R,,,S,22362,0,"+40.0114827","-075.1013171"
"42","101","039001","2005","421010390012005",Block 2005,G5040,R,,,S,10647,0,"+40.0349020","-075.0904209"
"42","101","029200","3020","421010292003020",Block 3020,G5040,R,,,S,18961,0,"+40.0257400","-075.0923164"
"42","101","030100","5000","421010301005000",Block 5000,G5040,R,,,S,10122,0,"+40.0251367","-075.0902801"
"42","101","028100","2009","421010281002009",Block 2009,G5040,R,,,S,29505,0,"+40.0290981","-075.1493309"
"42","101","028100","3000","421010281003000",Block 3000,G5040,R,,,S,2584,0,"+40.0280982","-075.1491089"
"42","101","020400","1004","421010204001004",Block 1004,G5040,R,,,S,7791,0,"+40.0220912","-075.1578371"
"42","101","028000","1003","421010280001003",Block 1003,G5040,R,,,S,11466,0,"+40.0231923","-075.1559502"
"42","101","020400","3006","421010204003006",Block 3006,G5040,R,,,S,3587,0,"+40.0217513","-075.1536874"
"42","101","020500","1014","421010205001014",Block 1014,G5040,R,,,S,5553,0,"+40.0143227","-075.1585346"
"42","101","017701","2001","421010177012001",Block 2001,G5040,R,,,S,4424,0,"+39.9977426","-075.1126169"
"42","101","017701","2000","421010177012000",Block 2000,G5040,R,,,S,9968,0,"+39.9973669","-075.1122605"
"42","101","018801","2005","421010188012005",Block 2005,G5040,R,,,S,11777,0,"+39.9941816","-075.1095414"
"42","101","034400","1013","421010344001013",Block 1013,G5040,R,,,S,68816,0,"+40.0816618","-075.0520703"
"42","101","033702","1000","421010337021000",Block 1000,G5040,R,,,S,40474,0,"+40.0765630","-075.0495669"
"42","101","033701","2000","421010337012000",Block 2000,G5040,R,,,S,29084,0,"+40.0685591","-075.0516518"
"42","101","033600","4009","421010336004009",Block 4009,G5040,R,,,S,12185,0,"+40.0621971","-075.0521881"
"42","101","033701","1004","421010337011004",Block 1004,G5040,R,,,S,30331,0,"+40.0716576","-075.0455697"
"42","101","034501","2003","421010345012003",Block 2003,G5040,R,,,S,37382,0,"+40.0763924","-075.0406413"
"42","101","024500","2019","421010245002019",Block 2019,G5040,R,,,S,5972,0,"+40.0248943","-075.1596364"
"42","101","028100","1013","421010281001013",Block 1013,G5040,R,,,S,11837,0,"+40.0317704","-075.1492201"
"42","101","017800","1019","421010178001019",Block 1019,G5040,R,,,S,5511,0,"+39.9881143","-075.1219333"
"42","101","017800","1001","421010178001001",Block 1001,G5040,R,,,S,5700,0,"+39.9905241","-075.1172080"
"42","101","017900","1008","421010179001008",Block 1008,G5040,R,,,S,3159,0,"+39.9860546","-075.1156131"
"42","101","018001","1015","421010180011015",Block 1015,G5040,R,,,S,8913,0,"+39.9789722","-075.1101844"
"42","101","029100","3010","421010291003010",Block 3010,G5040,R,,,S,13058,0,"+40.0310431","-075.1079900"
"42","101","029200","1014","421010292001014",Block 1014,G5040,R,,,S,10171,0,"+40.0270496","-075.1079716"
"42","101","019100","1011","421010191001011",Block 1011,G5040,R,,,S,9726,0,"+40.0152277","-075.1077385"
"42","101","019100","3002","421010191003002",Block 3002,G5040,R,,,S,10000,0,"+40.0118759","-075.1043172"
"42","101","031402","2007","421010314022007",Block 2007,G5040,R,,,S,19029,0,"+40.0401658","-075.0642125"
"42","101","031402","3009","421010314023009",Block 3009,G5040,R,,,S,10785,0,"+40.0455997","-075.0628700"
"42","101","036000","1013","421010360001013",Block 1013,G5040,R,,,S,4887,0,"+40.0981135","-075.0190560"
"42","101","024500","2011","421010245002011",Block 2011,G5040,R,,,S,6056,0,"+40.0324429","-075.1580105"
"42","101","019200","4004","421010192004004",Block 4004,G5040,R,,,S,5271,0,"+40.0003981","-075.1100737"
"42","101","017702","4000","421010177024000",Block 4000,G5040,R,,,S,3637,0,"+39.9957861","-075.1221416"
"42","101","017701","1005","421010177011005",Block 1005,G5040,R,,,S,7429,0,"+39.9957398","-075.1186535"
"42","101","017701","1001","421010177011001",Block 1001,G5040,R,,,S,7941,0,"+39.9961788","-075.1173026"
"42","101","035800","3018","421010358003018",Block 3018,G5040,R,,,S,37437,0,"+40.1197555","-075.0345525"
"42","101","034400","4002","421010344004002",Block 4002,G5040,R,,,S,33866,0,"+40.0969258","-075.0530281"
"42","101","034400","4005","421010344004005",Block 4005,G5040,R,,,S,21835,0,"+40.0931515","-075.0558359"
"42","101","035601","1021","421010356011021",Block 1021,G5040,R,,,S,66661,0,"+40.0906983","-075.0428683"
"42","101","035602","2015","421010356022015",Block 2015,G5040,R,,,S,25430,0,"+40.1049850","-075.0368710"
"42","101","035601","2009","421010356012009",Block 2009,G5040,R,,,S,52505,0,"+40.0976749","-075.0375068"
"42","101","033400","4001","421010334004001",Block 4001,G5040,R,,,S,19474,0,"+40.0531733","-075.0568924"
"42","101","031401","3004","421010314013004",Block 3004,G5040,R,,,S,21770,0,"+40.0486835","-075.0638023"
"42","101","030000","4007","421010300004007",Block 4007,G5040,R,,,S,12089,0,"+40.0152330","-075.0793087"
"42","101","029900","1008","421010299001008",Block 1008,G5040,R,,,S,15450,0,"+40.0117366","-075.0786778"
"42","101","030000","3014","421010300003014",Block 3014,G5040,R,,,S,7847,0,"+40.0180243","-075.0747147"
"42","101","029900","4007","421010299004007",Block 4007,G5040,R,,,S,7504,0,"+40.0161923","-075.0727225"
"42","101","030800","2001","421010308002001",Block 2001,G5040,R,,,S,26689,0,"+40.0592544","-075.0828149"
"42","101","028600","1009","421010286001009",Block 1009,G5040,R,,,S,6971,0,"+40.0312519","-075.1238096"
"42","101","029000","3018","421010290003018",Block 3018,G5040,R,,,S,10737,0,"+40.0270230","-075.1221072"
"42","101","028700","2018","421010287002018",Block 2018,G5040,R,,,S,6786,0,"+40.0199332","-075.1336419"
"42","101","028800","1014","421010288001014",Block 1014,G5040,R,,,S,8942,0,"+40.0240464","-075.1253300"
"42","101","038301","1017","421010383011017",Block 1017,G5040,R,,,S,8490,0,"+40.0169747","-075.1315254"
"42","101","028800","3014","421010288003014",Block 3014,G5040,R,,,S,5914,0,"+40.0202893","-075.1272755"
"42","101","000101","4009","421010001014009",Block 4009,G5040,R,,,S,6575,0,"+39.9497057","-075.1453740"
"42","101","980200","1040","421019802001040",Block 1040,G5040,R,,,S,3712,90,"+40.0583519","-075.0377482"
"42","101","034702","2005","421010347022005",Block 2005,G5040,R,,,S,19030,0,"+40.0555499","-075.0325970"
"42","101","029100","2001","421010291002001",Block 2001,G5040,R,,,S,16067,0,"+40.0365875","-075.1103395"
"42","101","030501","2010","421010305012010",Block 2010,G5040,R,,,S,9055,0,"+40.0389336","-075.1021708"
"42","101","030600","1006","421010306001006",Block 1006,G5040,R,,,S,14134,0,"+40.0479416","-075.0978138"
"42","101","030501","2005","421010305012005",Block 2005,G5040,R,,,S,9640,0,"+40.0408437","-075.0999144"
"42","101","030600","4005","421010306004005",Block 4005,G5040,R,,,S,21263,0,"+40.0500504","-075.0944222"
"42","101","030700","2009","421010307002009",Block 2009,G5040,R,,,S,14679,0,"+40.0520122","-075.0889678"
"42","101","001700","2017","421010017002017",Block 2017,G5040,R,,,S,3812,0,"+39.9376187","-075.1494719"
"42","101","000102","1023","421010001021023",Block 1023,G5040,R,,,S,6341,0,"+39.9556898","-075.1465070"
"42","101","000102","1018","421010001021018",Block 1018,G5040,R,,,S,11993,0,"+39.9547528","-075.1418808"
"42","101","036501","2006","421010365012006",Block 2006,G5040,R,,,S,85412,0,"+40.1234916","-075.0107347"
"42","101","031502","3000","421010315023000",Block 3000,G5040,R,,,S,13682,0,"+40.0376454","-075.0563110"
"42","101","033200","1001","421010332001001",Block 1001,G5040,R,,,S,25862,0,"+40.0457925","-075.0495314"
"42","101","031501","2006","421010315012006",Block 2006,G5040,R,,,S,14464,0,"+40.0380473","-075.0485002"
"42","101","033300","2000","421010333002000",Block 2000,G5040,R,,,S,33667,0,"+40.0544203","-075.0409126"
"42","101","027401","3000","421010274013000",Block 3000,G5040,R,,,S,14853,0,"+40.0353742","-075.1283131"
"42","101","028500","1010","421010285001010",Block 1010,G5040,R,,,S,14106,0,"+40.0267270","-075.1341650"
"42","101","028600","1005","421010286001005",Block 1005,G5040,R,,,S,5972,0,"+40.0311631","-075.1281175"
"42","101","028700","2002","421010287002002",Block 2002,G5040,R,,,S,7182,0,"+40.0246682","-075.1293489"
"42","101","027402","2024","421010274022024",Block 2024,G5040,R,,,S,15304,0,"+40.0334012","-075.1246539"
"42","101","001002","4008","421010010024008",Block 4008,G5040,R,,,S,7443,0,"+39.9422885","-075.1482164"
"42","101","001700","2012","421010017002012",Block 2012,G5040,R,,,S,3447,0,"+39.9385271","-075.1525401"
"42","101","001600","1014","421010016001014",Block 1014,G5040,R,,,S,1712,0,"+39.9407647","-075.1503341"
"42","101","034400","3024","421010344003024",Block 3024,G5040,R,,,S,95892,0,"+40.0949234","-075.0666869"
"42","101","034400","3009","421010344003009",Block 3009,G5040,R,,,S,15170,0,"+40.1021960","-075.0569054"
"42","101","034100","4017","421010341004017",Block 4017,G5040,R,,,S,18628,0,"+40.0750787","-075.0854807"
"42","101","033900","1007","421010339001007",Block 1007,G5040,R,,,S,1213,0,"+40.0715979","-075.0842832"
"42","101","030600","3008","421010306003008",Block 3008,G5040,R,,,S,32488,0,"+40.0533715","-075.0986884"
"42","101","030502","5006","421010305025006",Block 5006,G5040,R,,,S,10371,0,"+40.0448076","-075.1089214"
"42","101","030502","3005","421010305023005",Block 3005,G5040,R,,,S,7901,0,"+40.0494318","-075.1019994"
"42","101","016300","1012","421010163001012",Block 1012,G5040,R,,,S,8534,0,"+39.9890995","-075.1356719"
"42","101","002400","1009","421010024001009",Block 1009,G5040,R,,,S,5654,0,"+39.9359081","-075.1544944"
"42","101","001002","2005","421010010022005",Block 2005,G5040,R,,,S,4128,0,"+39.9447398","-075.1489485"
"42","101","001002","1014","421010010021014",Block 1014,G5040,R,,,S,8344,0,"+39.9454351","-075.1479391"
"42","101","038000","2023","421010380002023",Block 2023,G5040,R,,,S,2405,0,"+40.0048810","-075.0766304"
"42","101","018300","3025","421010183003025",Block 3025,G5040,R,,,S,7773,0,"+40.0014343","-075.0739460"
"42","101","037900","3006","421010379003006",Block 3006,G5040,R,,,S,71222,0,"+39.9932439","-075.0835977"
"42","101","018300","4009","421010183004009",Block 4009,G5040,R,,,S,5037,0,"+39.9959481","-075.0771772"
"42","101","018300","2002","421010183002002",Block 2002,G5040,R,,,S,11083,0,"+39.9992544","-075.0707679"
"42","101","018400","1016","421010184001016",Block 1016,G5040,R,,,S,7495,0,"+40.0037515","-075.0693241"
