STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,GEOID20,NAME20,MTFCC20,UR20,UACE20,UATYPE20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20
"42","101","015300","1002","421010153001002",Block 1002,G5040,R,,,S,9872,0,"+39.9854427","-075.1569506"
"42","101","017400","2023","421010174002023",Block 2023,G5040,R,,,S,7285,0,"+39.9941277","-075.1527529"
"42","101","029400","3008","421010294003008",Block 3008,G5040,R,,,S,11189,0,"+40.0108985","-075.0838656"
"42","101","037900","3011","421010379003011",Block 3011,G5040,R,,,S,98719,0,"+39.9943165","-075.0889623"
"42","101","037900","6009","421010379006009",Block 6009,G5040,R,,,S,17454,0,"+39.9887235","-075.0945719"
"42","101","037900","6004","421010379006004",Block 6004,G5040,R,,,S,8082,0,"+39.9891376","-075.0903635"
"42","101","037800","7006","421010378007006",Block 7006,G5040,R,,,S,124774,0,"+39.9836608","-075.0866424"
"42","101","026700","3010","421010267003010",Block 3010,G5040,R,,,S,6078,0,"+40.0527731","-075.1520995"
"42","101","026700","2014","421010267002014",Block 2014,G5040,R,,,S,11840,0,"+40.0537145","-075.1484727"
"42","101","024900","2003","421010249002003",Block 2003,G5040,R,,,S,4919,0,"+40.0497942","-075.1581803"
"42","101","003002","4009","421010030024009",Block 4009,G5040,R,,,S,2967,0,"+39.9307579","-075.1694565"
"42","101","003002","4008","421010030024008",Block 4008,G5040,R,,,S,1998,0,"+39.9309123","-075.1708156"
"42","101","003002","3010","421010030023010",Block 3010,G5040,R,,,S,1701,0,"+39.9313149","-075.1738417"
"42","101","031000","1008","421010310001008",Block 1008,G5040,R,,,S,4146,0,"+40.0448404","-075.0725865"
"42","101","031000","1014","421010310001014",Block 1014,G5040,R,,,S,3833,0,"+40.0442210","-075.0731566"
"42","101","031101","1008","421010311011008",Block 1008,G5040,R,,,S,4086,0,"+40.0429811","-075.0743643"
"42","101","031101","2009","421010311012009",Block 2009,G5040,R,,,S,2314,0,"+40.0414029","-075.0758453"
"42","101","001002","4003","421010010024003",Block 4003,G5040,R,,,S,3503,0,"+39.9428738","-075.1458825"
"42","101","001002","4004","421010010024004",Block 4004,G5040,R,,,S,3604,0,"+39.9430773","-075.1465159"
"42","101","033200","2006","421010332002006",Block 2006,G5040,R,,,S,7045,0,"+40.0433307","-075.0509387"
"42","101","033200","2010","421010332002010",Block 2010,G5040,R,,,S,9206,0,"+40.0413634","-075.0476402"
"42","101","033200","2012","421010332002012",Block 2012,G5040,R,,,S,7501,0,"+40.0404919","-075.0460698"
"42","101","033101","2005","421010331012005",Block 2005,G5040,R,,,S,7329,0,"+40.0395064","-075.0441991"
"42","101","031501","2022","421010315012022",Block 2022,G5040,R,,,S,4294,0,"+40.0354563","-075.0438720"
"42","101","031501","3012","421010315013012",Block 3012,G5040,R,,,S,4407,0,"+40.0350056","-075.0447347"
"42","101","031501","3011","421010315013011",Block 3011,G5040,R,,,S,4150,0,"+40.0345405","-075.0455855"
"42","101","031501","3013","421010315013013",Block 3013,G5040,R,,,S,4159,0,"+40.0340620","-075.0464681"
"42","101","033000","6002","421010330006002",Block 6002,G5040,R,,,S,4289,0,"+40.0352006","-075.0384230"
"42","101","033000","6009","421010330006009",Block 6009,G5040,R,,,S,4396,0,"+40.0331003","-075.0367097"
"42","101","010500","2013","421010105002013",Block 2013,G5040,R,,,S,4071,0,"+39.9668383","-075.2131106"
"42","101","010500","1028","421010105001028",Block 1028,G5040,R,,,S,1273,0,"+39.9689584","-075.2134801"
"42","101","010500","1020","421010105001020",Block 1020,G5040,R,,,S,11524,0,"+39.9682868","-075.2142046"
"42","101","010400","1001","421010104001001",Block 1001,G5040,R,,,S,11530,0,"+39.9680472","-075.2173527"
"42","101","010400","3007","421010104003007",Block 3007,G5040,R,,,S,2320,0,"+39.9684324","-075.2183189"
"42","101","010400","3006","421010104003006",Block 3006,G5040,R,,,S,5207,0,"+39.9683167","-075.2198299"
"42","101","008601","2008","421010086012008",Block 2008,G5040,R,,,S,3659,0,"+39.9537326","-075.2122366"
"42","101","008601","2012","421010086012012",Block 2012,G5040,R,,,S,8766,0,"+39.9524781","-075.2127310"
"42","101","008601","2010","421010086012010",Block 2010,G5040,R,,,S,10755,0,"+39.9524560","-075.2152826"
"42","101","008601","1008","421010086011008",Block 1008,G5040,R,,,S,15614,0,"+39.9528599","-075.2173708"
"42","101","008500","3006","421010085003006",Block 3006,G5040,R,,,S,5656,0,"+39.9541536","-075.2253633"
"42","101","008500","4000","421010085004000",Block 4000,G5040,R,,,S,5350,0,"+39.9543191","-075.2268607"
"42","101","008400","1011","421010084001011",Block 1011,G5040,R,,,S,2530,0,"+39.9550842","-075.2335253"
"42","101","008400","5007","421010084005007",Block 5007,G5040,R,,,S,4410,0,"+39.9555181","-075.2370415"
"42","101","008400","5004","421010084005004",Block 5004,G5040,R,,,S,4467,0,"+39.9557614","-075.2390109"
"42","101","008301","2008","421010083012008",Block 2008,G5040,R,,,S,4648,0,"+39.9569870","-075.2466620"
"42","101","008302","3005","421010083023005",Block 3005,G5040,R,,,S,4885,0,"+39.9565417","-075.2431011"
"42","101","007800","5005","421010078005005",Block 5005,G5040,R,,,S,19119,0,"+39.9477830","-075.2127035"
"42","101","007900","1001","421010079001001",Block 1001,G5040,R,,,S,11698,0,"+39.9515830","-075.2136522"
"42","101","030501","1003","421010305011003",Block 1003,G5040,R,,,S,13801,0,"+40.0451013","-075.0991226"
"42","101","030501","1004","421010305011004",Block 1004,G5040,R,,,S,15553,0,"+40.0444381","-075.0981792"
"42","101","026400","3020","421010264003020",Block 3020,G5040,R,,,S,5636,0,"+40.0612843","-075.1664739"
"42","101","038900","2002","421010389002002",Block 2002,G5040,R,,,S,7709,0,"+40.0599351","-075.1679423"
"42","101","038900","2007","421010389002007",Block 2007,G5040,R,,,S,8128,0,"+40.0585376","-075.1694090"
"42","101","010500","2021","421010105002021",Block 2021,G5040,R,,,S,2881,0,"+39.9652097","-075.2148116"
"42","101","010300","2008","421010103002008",Block 2008,G5040,R,,,S,13367,0,"+39.9656427","-075.2235937"
"42","101","013100","1013","421010131001013",Block 1013,G5040,R,,,S,11064,0,"+39.9634445","-075.1522903"
"42","101","010500","2009","421010105002009",Block 2009,G5040,R,,,S,3135,0,"+39.9660557","-075.2146170"
"42","101","010500","2011","421010105002011",Block 2011,G5040,R,,,S,4033,0,"+39.9661210","-075.2137013"
"42","101","010500","2010","421010105002010",Block 2010,G5040,R,,,S,4020,0,"+39.9660833","-075.2141868"
"42","101","980800","1000","421019808001000",Block 1000,G5040,R,,,S,137836,5461,"+39.9796129","-075.2570434"
"42","101","011900","3001","421010119003001",Block 3001,G5040,R,,,S,29238,0,"+39.9828615","-075.2275179"
"42","101","980100","1022","421019801001022",Block 1022,G5040,R,,,S,16252,0,"+40.0518033","-075.2160396"
"42","101","035100","3000","421010351003000",Block 3000,G5040,R,,,S,152038,0,"+40.0450793","-074.9861875"
"42","101","035100","3002","421010351003002",Block 3002,G5040,R,,,S,0,164051,"+40.0430465","-074.9845898"
"42","101","038600","1016","421010386001016",Block 1016,G5040,R,,,S,0,3752,"+40.0501128","-075.2141718"
"42","101","012204","3000","421010122043000",Block 3000,G5040,R,,,S,19754,0,"+40.0016637","-075.2083769"
"42","101","012201","1003","421010122011003",Block 1003,G5040,R,,,S,37491,0,"+40.0039957","-075.2133473"
"42","101","012201","1002","421010122011002",Block 1002,G5040,R,,,S,47505,0,"+40.0023983","-075.2134259"
"42","101","020702","2003","421010207022003",Block 2003,G5040,R,,,S,3608,0,"+40.0140575","-075.1941802"
"42","101","033101","1017","421010331011017",Block 1017,G5040,R,,,S,20353,0,"+40.0401828","-075.0345850"
"42","101","033101","1020","421010331011020",Block 1020,G5040,R,,,S,16730,0,"+40.0390791","-075.0373257"
"42","101","033101","1019","421010331011019",Block 1019,G5040,R,,,S,18940,0,"+40.0394376","-075.0364433"
"42","101","033000","3002","421010330003002",Block 3002,G5040,R,,,S,8161,0,"+40.0373705","-075.0372083"
"42","101","033000","1002","421010330001002",Block 1002,G5040,R,,,S,6319,0,"+40.0383719","-075.0349284"
"42","101","033101","1002","421010331011002",Block 1002,G5040,R,,,S,10423,0,"+40.0430251","-075.0356927"
"42","101","033101","1011","421010331011011",Block 1011,G5040,R,,,S,9745,0,"+40.0419445","-075.0348560"
"42","101","033101","1001","421010331011001",Block 1001,G5040,R,,,S,9410,0,"+40.0433297","-075.0350015"
"42","101","033101","1012","421010331011012",Block 1012,G5040,R,,,S,8464,0,"+40.0422459","-075.0341599"
"42","101","033101","1016","421010331011016",Block 1016,G5040,R,,,S,16973,0,"+40.0405203","-075.0337434"
"42","101","033101","1015","421010331011015",Block 1015,G5040,R,,,S,7767,0,"+40.0412670","-075.0333933"
"42","101","033102","3002","421010331023002",Block 3002,G5040,R,,,S,11544,0,"+40.0429031","-075.0326335"
"42","101","033102","4008","421010331024008",Block 4008,G5040,R,,,S,14014,0,"+40.0444012","-075.0325626"
"42","101","033101","1014","421010331011014",Block 1014,G5040,R,,,S,9205,0,"+40.0415519","-075.0326830"
"42","101","033101","1021","421010331011021",Block 1021,G5040,R,,,S,15380,0,"+40.0404751","-075.0323267"
"42","101","033000","1004","421010330001004",Block 1004,G5040,R,,,S,8675,0,"+40.0371362","-075.0346812"
"42","101","033000","3009","421010330003009",Block 3009,G5040,R,,,S,7662,0,"+40.0368370","-075.0352583"
"42","101","033000","1005","421010330001005",Block 1005,G5040,R,,,S,7641,0,"+40.0374332","-075.0341038"
"42","101","033000","1006","421010330001006",Block 1006,G5040,R,,,S,6758,0,"+40.0376946","-075.0335935"
"42","101","032900","3004","421010329003004",Block 3004,G5040,R,,,S,13252,0,"+40.0389759","-075.0325922"
"42","101","033000","1007","421010330001007",Block 1007,G5040,R,,,S,10143,0,"+40.0380311","-075.0330179"
"42","101","035500","3017","421010355003017",Block 3017,G5040,R,,,S,14923,0,"+40.0883860","-075.0297590"
"42","101","035500","2015","421010355002015",Block 2015,G5040,R,,,S,14624,0,"+40.0866761","-075.0301653"
"42","101","035500","2027","421010355002027",Block 2027,G5040,R,,,S,14782,0,"+40.0849807","-075.0305418"
"42","101","035500","2018","421010355002018",Block 2018,G5040,R,,,S,14863,0,"+40.0862172","-075.0293485"
"42","101","035500","2019","421010355002019",Block 2019,G5040,R,,,S,14381,0,"+40.0857531","-075.0285483"
"42","101","035500","2026","421010355002026",Block 2026,G5040,R,,,S,14498,0,"+40.0845225","-075.0297349"
"42","101","035500","2025","421010355002025",Block 2025,G5040,R,,,S,14732,0,"+40.0840543","-075.0289342"
"42","101","035500","1014","421010355001014",Block 1014,G5040,R,,,S,14591,0,"+40.0871050","-075.0266232"
"42","101","035500","1017","421010355001017",Block 1017,G5040,R,,,S,28293,0,"+40.0858927","-075.0253722"
"42","101","035500","2020","421010355002020",Block 2020,G5040,R,,,S,15020,0,"+40.0852911","-075.0277403"
"42","101","035500","2024","421010355002024",Block 2024,G5040,R,,,S,14274,0,"+40.0835928","-075.0281338"
"42","101","035500","2022","421010355002022",Block 2022,G5040,R,,,S,12958,0,"+40.0844120","-075.0261827"
"42","101","035500","2023","421010355002023",Block 2023,G5040,R,,,S,12859,0,"+40.0831714","-075.0273730"
"42","101","980300","3015","421019803003015",Block 3015,G5040,R,,,S,283541,0,"+40.0829695","-075.0238748"
"42","101","034502","2005","421010345022005",Block 2005,G5040,R,,,S,20304,0,"+40.0802880","-075.0301906"
"42","101","009200","1002","421010092001002",Block 1002,G5040,R,,,S,9388,0,"+39.9601902","-075.2127565"
"42","101","036400","1008","421010364001008",Block 1008,G5040,R,,,S,11201,0,"+40.1196693","-074.9869787"
"42","101","034600","1002","421010346001002",Block 1002,G5040,R,,,S,8404,0,"+40.0654475","-075.0229413"
"42","101","034702","1008","421010347021008",Block 1008,G5040,R,,,S,40015,0,"+40.0620035","-075.0254031"
"42","101","034701","1000","421010347011000",Block 1000,G5040,R,,,S,17737,0,"+40.0678331","-075.0316459"
"42","101","034702","1012","421010347021012",Block 1012,G5040,R,,,S,846,0,"+40.0633415","-075.0219703"
"42","101","034702","1005","421010347021005",Block 1005,G5040,R,,,S,14478,0,"+40.0641271","-075.0278142"
"42","101","034701","2009","421010347012009",Block 2009,G5040,R,,,S,34083,0,"+40.0625895","-075.0286526"
"42","101","034701","2008","421010347012008",Block 2008,G5040,R,,,S,21295,0,"+40.0635143","-075.0305067"
"42","101","034701","2010","421010347012010",Block 2010,G5040,R,,,S,27548,0,"+40.0625592","-075.0298315"
"42","101","009200","1003","421010092001003",Block 1003,G5040,R,,,S,9953,0,"+39.9607433","-075.2125687"
"42","101","980300","3002","421019803003002",Block 3002,G5040,R,,,S,220841,68,"+40.0897597","-075.0069833"
"42","101","980300","3005","421019803003005",Block 3005,G5040,R,,,S,16210,0,"+40.0720519","-075.0120002"
"42","101","034802","2004","421010348022004",Block 2004,G5040,R,,,S,28369,0,"+40.0612137","-075.0155896"
"42","101","003002","4006","421010030024006",Block 4006,G5040,R,,,S,5661,0,"+39.9316185","-075.1722522"
"42","101","013702","2008","421010137022008",Block 2008,G5040,R,,,S,9278,0,"+39.9766217","-075.1809624"
"42","101","013900","2005","421010139002005",Block 2005,G5040,R,,,S,4407,0,"+39.9785480","-075.1709648"
"42","101","013702","4006","421010137024006",Block 4006,G5040,R,,,S,11193,0,"+39.9741051","-075.1827405"
"42","101","013300","1003","421010133001003",Block 1003,G5040,R,,,S,9424,0,"+39.9704124","-075.1638240"
"42","101","013300","1027","421010133001027",Block 1027,G5040,R,,,S,8764,0,"+39.9661382","-075.1614716"
"42","101","980003","1007","421019800031007",Block 1007,G5040,R,,,S,91345,0,"+39.9586953","-075.1828817"
"42","101","000401","1003","421010004011003",Block 1003,G5040,R,,,S,7837,0,"+39.9549677","-075.1738711"
"42","101","001201","1012","421010012011012",Block 1012,G5040,R,,,S,1875,0,"+39.9473150","-075.1821508"
"42","101","038100","1012","421010381001012",Block 1012,G5040,R,,,S,18696,0,"+40.0258816","-075.0295315"
"42","101","038100","1004","421010381001004",Block 1004,G5040,R,,,S,188824,0,"+40.0296435","-075.0268155"
"42","101","038100","1005","421010381001005",Block 1005,G5040,R,,,S,104988,0,"+40.0283802","-075.0253127"
"42","101","038100","1013","421010381001013",Block 1013,G5040,R,,,S,15558,0,"+40.0253829","-075.0293943"
"42","101","032900","1006","421010329001006",Block 1006,G5040,R,,,S,6709,0,"+40.0352376","-075.0258848"
"42","101","032900","1007","421010329001007",Block 1007,G5040,R,,,S,6766,0,"+40.0357282","-075.0262043"
"42","101","032900","1004","421010329001004",Block 1004,G5040,R,,,S,21539,0,"+40.0337263","-075.0248989"
"42","101","038100","1002","421010381001002",Block 1002,G5040,R,,,S,0,1527,"+40.0337413","-075.0209703"
"42","101","989100","3003","421019891003003",Block 3003,G5040,R,,,S,3102,0,"+40.0308784","-075.0220050"
"42","101","038100","1000","421010381001000",Block 1000,G5040,R,,,S,24812,1982,"+40.0328464","-075.0197928"
"42","101","989100","3001","421019891003001",Block 3001,G5040,R,,,S,814828,0,"+40.0299184","-075.0136755"
"42","101","002300","2005","421010023002005",Block 2005,G5040,R,,,S,18650,0,"+39.9338124","-075.1598209"
"42","101","002802","3001","421010028023001",Block 3001,G5040,R,,,S,6891,0,"+39.9324529","-075.1599461"
"42","101","002300","2019","421010023002019",Block 2019,G5040,R,,,S,2651,0,"+39.9339837","-075.1587071"
"42","101","002300","2000","421010023002000",Block 2000,G5040,R,,,S,4610,0,"+39.9346837","-075.1579850"
"42","101","002400","2004","421010024002004",Block 2004,G5040,R,,,S,6378,0,"+39.9338211","-075.1579150"
"42","101","002400","2010","421010024002010",Block 2010,G5040,R,,,S,4835,0,"+39.9334380","-075.1566420"
"42","101","002802","3007","421010028023007",Block 3007,G5040,R,,,S,8114,0,"+39.9315349","-075.1605802"
"42","101","002802","3004","421010028023004",Block 3004,G5040,R,,,S,6406,0,"+39.9319397","-075.1586403"
"42","101","002802","3005","421010028023005",Block 3005,G5040,R,,,S,12468,0,"+39.9313128","-075.1587228"
"42","101","002802","3010","421010028023010",Block 3010,G5040,R,,,S,6234,0,"+39.9307000","-075.1588574"
"42","101","002802","3003","421010028023003",Block 3003,G5040,R,,,S,5522,0,"+39.9323182","-075.1585009"
"42","101","002400","2012","421010024002012",Block 2012,G5040,R,,,S,8178,0,"+39.9330063","-075.1567405"
"42","101","002801","1003","421010028011003",Block 1003,G5040,R,,,S,4886,0,"+39.9321469","-075.1569621"
"42","101","002801","1020","421010028011020",Block 1020,G5040,R,,,S,1632,0,"+39.9292047","-075.1577538"
"42","101","002400","4010","421010024004010",Block 4010,G5040,R,,,S,9055,0,"+39.9351406","-075.1563089"
"42","101","002400","2006","421010024002006",Block 2006,G5040,R,,,S,6607,0,"+39.9341726","-075.1564832"
"42","101","002400","2005","421010024002005",Block 2005,G5040,R,,,S,5320,0,"+39.9337773","-075.1565757"
"42","101","002400","2013","421010024002013",Block 2013,G5040,R,,,S,3055,0,"+39.9329544","-075.1557236"
"42","101","002400","2007","421010024002007",Block 2007,G5040,R,,,S,3926,0,"+39.9340130","-075.1552566"
"42","101","002400","4011","421010024004011",Block 4011,G5040,R,,,S,2989,0,"+39.9353355","-075.1557511"
"42","101","002801","1002","421010028011002",Block 1002,G5040,R,,,S,1447,0,"+39.9323001","-075.1566362"
"42","101","002500","4010","421010025004010",Block 4010,G5040,R,,,S,10905,0,"+39.9343111","-075.1536467"
"42","101","033000","4012","421010330004012",Block 4012,G5040,R,,,S,55827,0,"+40.0300567","-075.0331889"
"42","101","032600","3002","421010326003002",Block 3002,G5040,R,,,S,10089,0,"+40.0284628","-075.0348606"
"42","101","032600","3003","421010326003003",Block 3003,G5040,R,,,S,9779,0,"+40.0279401","-075.0344274"
"42","101","032600","3004","421010326003004",Block 3004,G5040,R,,,S,9613,0,"+40.0274165","-075.0340012"
"42","101","032600","3009","421010326003009",Block 3009,G5040,R,,,S,7782,0,"+40.0267810","-075.0352266"
"42","101","038100","1020","421010381001020",Block 1020,G5040,R,,,S,6676,0,"+40.0244618","-075.0351465"
"42","101","038100","1009","421010381001009",Block 1009,G5040,R,,,S,9033,0,"+40.0252124","-075.0337909"
"42","101","038100","1008","421010381001008",Block 1008,G5040,R,,,S,35339,0,"+40.0258039","-075.0335458"
"42","101","038100","1022","421010381001022",Block 1022,G5040,R,,,S,14120,0,"+40.0243305","-075.0334178"
"42","101","032500","3006","421010325003006",Block 3006,G5040,R,,,S,6025,0,"+40.0241868","-075.0445221"
"42","101","032500","3014","421010325003014",Block 3014,G5040,R,,,S,13040,0,"+40.0234330","-075.0438682"
"42","101","032500","3024","421010325003024",Block 3024,G5040,R,,,S,12536,0,"+40.0222892","-075.0437711"
"42","101","032500","3015","421010325003015",Block 3015,G5040,R,,,S,9606,0,"+40.0242829","-075.0429456"
"42","101","032500","3016","421010325003016",Block 3016,G5040,R,,,S,9441,0,"+40.0237581","-075.0425208"
"42","101","032500","3021","421010325003021",Block 3021,G5040,R,,,S,6540,0,"+40.0228422","-075.0426591"
"42","101","038100","1036","421010381001036",Block 1036,G5040,R,,,S,5913,0,"+40.0198095","-075.0440026"
"42","101","038100","1031","421010381001031",Block 1031,G5040,R,,,S,15428,0,"+40.0214303","-075.0415818"
"42","101","038100","1034","421010381001034",Block 1034,G5040,R,,,S,3619,0,"+40.0199422","-075.0422938"
"42","101","032500","3017","421010325003017",Block 3017,G5040,R,,,S,7656,0,"+40.0243816","-075.0413138"
"42","101","032500","3018","421010325003018",Block 3018,G5040,R,,,S,10530,0,"+40.0237486","-075.0408237"
"42","101","032500","3020","421010325003020",Block 3020,G5040,R,,,S,8156,0,"+40.0232569","-075.0418342"
"42","101","032600","3021","421010326003021",Block 3021,G5040,R,,,S,25095,0,"+40.0241182","-075.0381459"
"42","101","038100","1030","421010381001030",Block 1030,G5040,R,,,S,7544,0,"+40.0223549","-075.0397485"
"42","101","038100","1029","421010381001029",Block 1029,G5040,R,,,S,23511,0,"+40.0233473","-075.0379341"
"42","101","038100","1027","421010381001027",Block 1027,G5040,R,,,S,4411,0,"+40.0219918","-075.0388013"
"42","101","038100","1070","421010381001070",Block 1070,G5040,R,,,S,0,202200,"+40.0174328","-075.0338362"
"42","101","015800","2013","421010158002013",Block 2013,G5040,R,,,S,2735,0,"+39.9750169","-075.1273481"
"42","101","015800","2008","421010158002008",Block 2008,G5040,R,,,S,1976,0,"+39.9754028","-075.1275521"
"42","101","016001","1001","421010160011001",Block 1001,G5040,R,,,S,6747,0,"+39.9816326","-075.1195026"
"42","101","033102","1008","421010331021008",Block 1008,G5040,R,,,S,13361,0,"+40.0447098","-075.0243529"
"42","101","033300","2008","421010333002008",Block 2008,G5040,R,,,S,15513,0,"+40.0541062","-075.0438706"
"42","101","033300","2007","421010333002007",Block 2007,G5040,R,,,S,16331,0,"+40.0545579","-075.0446984"
"42","101","031502","1007","421010315021007",Block 1007,G5040,R,,,S,37095,0,"+40.0414705","-075.0554794"
"42","101","031502","1003","421010315021003",Block 1003,G5040,R,,,S,2541,0,"+40.0411308","-075.0583188"
"42","101","034502","3000","421010345023000",Block 3000,G5040,R,,,S,52964,0,"+40.0851004","-075.0409507"
"42","101","036501","1021","421010365011021",Block 1021,G5040,R,,,S,25279,0,"+40.1289653","-075.0228560"
"42","101","036502","1001","421010365021001",Block 1001,G5040,R,,,S,19992,0,"+40.1282723","-074.9962096"
"42","101","036502","1006","421010365021006",Block 1006,G5040,R,,,S,13663,0,"+40.1249923","-074.9905768"
"42","101","008802","4001","421010088024001",Block 4001,G5040,R,,,S,13172,0,"+39.9525375","-075.2017305"
"42","101","008801","1011","421010088011011",Block 1011,G5040,R,,,S,19567,0,"+39.9519786","-075.1998521"
"42","101","036902","4004","421010369024004",Block 4004,G5040,R,,,S,15705,0,"+39.9533139","-075.1935398"
"42","101","009400","1000","421010094001000",Block 1000,G5040,R,,,S,16696,0,"+39.9649079","-075.2307928"
"42","101","009400","1005","421010094001005",Block 1005,G5040,R,,,S,8308,0,"+39.9635626","-075.2318031"
"42","101","010000","4012","421010100004012",Block 4012,G5040,R,,,S,9378,0,"+39.9718622","-075.2506039"
"42","101","010000","4017","421010100004017",Block 4017,G5040,R,,,S,4035,0,"+39.9712997","-075.2507920"
"42","101","009400","1001","421010094001001",Block 1001,G5040,R,,,S,2811,0,"+39.9651453","-075.2317794"
"42","101","010500","2020","421010105002020",Block 2020,G5040,R,,,S,7490,0,"+39.9646380","-075.2147401"
"42","101","012203","1003","421010122031003",Block 1003,G5040,R,,,S,94613,0,"+40.0065733","-075.2118992"
"42","101","013601","2007","421010136012007",Block 2007,G5040,R,,,S,2925,0,"+39.9696080","-075.1817565"
"42","101","013900","1007","421010139001007",Block 1007,G5040,R,,,S,1865,0,"+39.9780989","-075.1731924"
"42","101","013900","1004","421010139001004",Block 1004,G5040,R,,,S,6433,0,"+39.9782754","-075.1741986"
"42","101","030000","4023","421010300004023",Block 4023,G5040,R,,,S,4165,0,"+40.0136828","-075.0826950"
"42","101","035800","3001","421010358003001",Block 3001,G5040,R,,,S,60256,0,"+40.1213723","-075.0245851"
"42","101","035900","2017","421010359002017",Block 2017,G5040,R,,,S,18160,0,"+40.1066537","-075.0210079"
"42","101","020702","1004","421010207021004",Block 1004,G5040,R,,,S,9822,0,"+40.0117855","-075.1962749"
"42","101","024600","2006","421010246002006",Block 2006,G5040,R,,,S,13686,0,"+40.0421919","-075.1721134"
"42","101","037600","1013","421010376001013",Block 1013,G5040,R,,,S,45854,0,"+39.9600777","-075.1509725"
"42","101","980701","4001","421019807014001",Block 4001,G5040,R,,,S,55975,1214,"+39.9017514","-075.1466950"
"42","101","980701","2005","421019807012005",Block 2005,G5040,R,,,S,90521,0,"+39.9057168","-075.1508392"
"42","101","001600","1015","421010016001015",Block 1015,G5040,R,,,S,6495,0,"+39.9403767","-075.1504576"
"42","101","000102","1006","421010001021006",Block 1006,G5040,R,,,S,2275,0,"+39.9572706","-075.1506801"
"42","101","001002","2012","421010010022012",Block 2012,G5040,R,,,S,3345,0,"+39.9437961","-075.1490796"
"42","101","013100","1017","421010131001017",Block 1017,G5040,R,,,S,10082,0,"+39.9655057","-075.1486504"
"42","101","004201","3005","421010042013005",Block 3005,G5040,R,,,S,7161,0,"+39.9196499","-075.1484670"
"42","101","004201","3000","421010042013000",Block 3000,G5040,R,,,S,4209,0,"+39.9209612","-075.1483134"
"42","101","000102","2005","421010001022005",Block 2005,G5040,R,,,S,26240,0,"+39.9535895","-075.1489938"
"42","101","013100","1016","421010131001016",Block 1016,G5040,R,,,S,9949,0,"+39.9652818","-075.1478902"
"42","101","004202","1010","421010042021010",Block 1010,G5040,R,,,S,7389,0,"+39.9170427","-075.1480764"
"42","101","004202","2016","421010042022016",Block 2016,G5040,R,,,S,3624,0,"+39.9144910","-075.1480350"
"42","101","004202","1018","421010042021018",Block 1018,G5040,R,,,S,3026,0,"+39.9157583","-075.1477143"
"42","101","000102","1008","421010001021008",Block 1008,G5040,R,,,S,4663,0,"+39.9565896","-075.1479492"
"42","101","980702","1006","421019807021006",Block 1006,G5040,R,,,S,12376,0,"+39.9257632","-075.1472549"
"42","101","000102","1003","421010001021003",Block 1003,G5040,R,,,S,1083,0,"+39.9571183","-075.1473400"
"42","101","029200","2010","421010292002010",Block 2010,G5040,R,,,S,71681,1041,"+40.0252168","-075.1079237"
"42","101","001002","1016","421010010021016",Block 1016,G5040,R,,,S,8965,0,"+39.9456413","-075.1460648"
"42","101","001500","2011","421010015002011",Block 2011,G5040,R,,,S,1206,0,"+39.9432241","-075.1655987"
"42","101","012501","4005","421010125014005",Block 4005,G5040,R,,,S,2731,0,"+39.9583159","-075.1648933"
"42","101","001101","2004","421010011012004",Block 2004,G5040,R,,,S,1363,0,"+39.9441476","-075.1653838"
"42","101","001101","1001","421010011011001",Block 1001,G5040,R,,,S,2215,0,"+39.9462673","-075.1649275"
"42","101","000901","2010","421010009012010",Block 2010,G5040,R,,,S,585,0,"+39.9472022","-075.1647293"
"42","101","012501","3002","421010125013002",Block 3002,G5040,R,,,S,20287,0,"+39.9620352","-075.1640420"
"42","101","001101","1005","421010011011005",Block 1005,G5040,R,,,S,5959,0,"+39.9450599","-075.1647609"
"42","101","000901","2003","421010009012003",Block 2003,G5040,R,,,S,1568,0,"+39.9487766","-075.1643861"
"42","101","000600","1005","421010006001005",Block 1005,G5040,R,,,S,1119,0,"+39.9497209","-075.1641829"
"42","101","012501","4004","421010125014004",Block 4004,G5040,R,,,S,2408,0,"+39.9581099","-075.1632128"
"42","101","031900","2008","421010319002008",Block 2008,G5040,R,,,S,11752,0,"+40.0214801","-075.0620597"
"42","101","031900","2000","421010319002000",Block 2000,G5040,R,,,S,13827,0,"+40.0234008","-075.0605135"
"42","101","031900","2001","421010319002001",Block 2001,G5040,R,,,S,13831,0,"+40.0228877","-075.0600618"
"42","101","031900","2006","421010319002006",Block 2006,G5040,R,,,S,11724,0,"+40.0219111","-075.0612293"
"42","101","031900","2002","421010319002002",Block 2002,G5040,R,,,S,13805,0,"+40.0223744","-075.0596131"
"42","101","032000","4000","421010320004000",Block 4000,G5040,R,,,S,13845,0,"+40.0244128","-075.0585569"
"42","101","032000","4002","421010320004002",Block 4002,G5040,R,,,S,13890,0,"+40.0233865","-075.0576559"
"42","101","031900","2005","421010319002005",Block 2005,G5040,R,,,S,11744,0,"+40.0208840","-075.0603297"
"42","101","032100","3006","421010321003006",Block 3006,G5040,R,,,S,11785,0,"+40.0198580","-075.0594320"
"42","101","031900","2004","421010319002004",Block 2004,G5040,R,,,S,13775,0,"+40.0213468","-075.0587146"
"42","101","032100","3001","421010321003001",Block 3001,G5040,R,,,S,11947,0,"+40.0202927","-075.0585913"
